worker_id,access_counter,token_input,user_agent_source,ip_address,generated,ip_source,time_removal,try_current,paid,batch_name,token_output,unit_id,session_i_d,time_completion,in_progress,user_agent,time_arrival,task_name,folder,time_expired,study_i_d,platform,try_left,source_acl,source_data,source_log,source_path,try_last,task_id,tries_amount,questionnaire_amount,questionnaire_amount_start,questionnaire_amount_end,documents_amount,dimensions_amount,time_arrival_parsed,time_completion_parsed,time_removal_parsed
55b645b1fdf99b1c02906872,1,STCLHCZLPDX,cf,174.130.111.247,False,cf,,1,True,V4-Prolific-1,TDXYDDLVVFN,unit_145,6304bfd44fd7c7763370fec9,"Tue, 23 Aug 2022 12:23:46 GMT",False,"Mozilla/5.0 (X11; CrOS x86_64 14909.100.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 11:57:46 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/55b645b1fdf99b1c02906872/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/55b645b1fdf99b1c02906872.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 11:57:46 00:00,2022-08-23 12:23:46 00:00,
55ca03e1fdf99b2735fc1dde,1,SVJWXCCJTRV,cf,129.252.70.108,False,cf,,1,True,V4-Prolific-1,GPMGPZNOOQO,unit_40,6304dae4ad65ee5d39f1edea,"Tue, 23 Aug 2022 14:10:44 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 13:49:54 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/55ca03e1fdf99b2735fc1dde/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/55ca03e1fdf99b2735fc1dde.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 13:49:54 00:00,2022-08-23 14:10:44 00:00,
5658000ca9872d0011e1ba26,1,BOXUILQNSLV,cf,172.56.65.0,False,cf,,1,True,V4-Prolific-1,CREOQHAKQMF,unit_196,6305e3007942e992ab7fe67d,"Wed, 24 Aug 2022 08:58:12 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Wed, 24 Aug 2022 08:38:23 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/5658000ca9872d0011e1ba26/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/5658000ca9872d0011e1ba26.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-24 08:38:23 00:00,2022-08-24 08:58:12 00:00,
565bdfcec121fe0012fc3897,1,TXAAKAQBBHO,cf,71.190.28.47,False,cf,,1,True,V4-Prolific-1,TPYHODZIQNB,unit_64,6304a3bc224f5efbad0aa41a,"Tue, 23 Aug 2022 11:09:45 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 10:11:58 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/565bdfcec121fe0012fc3897/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/565bdfcec121fe0012fc3897.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 10:11:58 00:00,2022-08-23 11:09:45 00:00,
567dd32b4f0ef30006dbb718,1,MDXQORJUPTQ,cf,2600:1700:15f0:8f0:4050:bf0e:3839:20d6,False,cf,,1,True,V4-Prolific-1,NXOTKKIVSOS,unit_88,6304b2226fb906c77d6d5f87,"Tue, 23 Aug 2022 11:19:27 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 10:59:00 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/567dd32b4f0ef30006dbb718/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/567dd32b4f0ef30006dbb718.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 10:59:00 00:00,2022-08-23 11:19:27 00:00,
56caf7b564c068000c4d798a,1,YVQKCEOLPMC,cf,2600:1700:a10:860:1876:8e92:2e97:13ab,False,cf,,1,True,V4-Prolific-1,PFYXAVWWXYE,unit_191,6304d6ec90836ef24c84e176,"Tue, 23 Aug 2022 13:45:12 GMT",False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 13:32:34 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/56caf7b564c068000c4d798a/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/56caf7b564c068000c4d798a.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 13:32:34 00:00,2022-08-23 13:45:12 00:00,
56f9364e895094000c8f4967,1,ITKLHEVUHPM,cf,47.204.224.200,False,cf,,3,True,V4-Prolific-1,RTIVWJEYMOS,unit_125,6304bcb78f66edbe150eb86c,"Tue, 23 Aug 2022 12:00:45 GMT",False,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 11:40:58 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/56f9364e895094000c8f4967/,False,6303790e0569ab25a565c4ef,prolific,5,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/56f9364e895094000c8f4967.json,3.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 11:40:58 00:00,2022-08-23 12:00:45 00:00,
57bfc1beef05670001ee84c2,1,TYXXGDVIGBF,cf,74.219.58.142,False,cf,,1,True,V4-Prolific-1,KJZWERJAQAY,unit_188,6304d6c6a82c0b1c821a709f,"Tue, 23 Aug 2022 13:44:41 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 13:32:01 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/57bfc1beef05670001ee84c2/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/57bfc1beef05670001ee84c2.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 13:32:01 00:00,2022-08-23 13:44:41 00:00,
57d940a5995a0b00016350be,1,RTPWTZVNHNG,cf,68.199.64.255,False,cf,,1,True,V4-Prolific-1,NLASDGHBMVN,unit_19,6303a2bb6a66026022409d74,"Mon, 22 Aug 2022 16:14:48 GMT",False,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.63","Mon, 22 Aug 2022 15:37:45 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/57d940a5995a0b00016350be/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/57d940a5995a0b00016350be.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-22 15:37:45 00:00,2022-08-22 16:14:48 00:00,
57e7bb4e73e67300012b8e2a,1,XRXZASBUVHP,cf,71.238.169.113,False,cf,,1,True,V4-Prolific-1,KBMIMBSYBVM,unit_76,6304b138e1a1b12e43e892d1,"Tue, 23 Aug 2022 11:34:35 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 10:51:43 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/57e7bb4e73e67300012b8e2a/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/57e7bb4e73e67300012b8e2a.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 10:51:43 00:00,2022-08-23 11:34:35 00:00,
583ec287ad2f4300014b355a,1,LXJFAXBFBAH,cf,24.185.45.223,False,cf,,1,True,V4-Prolific-1,PBFIJKJIQXL,unit_70,6304b0b5445d99fc3670fef7,"Tue, 23 Aug 2022 11:20:13 GMT",False,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0,"Tue, 23 Aug 2022 10:49:52 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/583ec287ad2f4300014b355a/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/583ec287ad2f4300014b355a.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 10:49:52 00:00,2022-08-23 11:20:13 00:00,
58c1ce3c3783090001b49355,1,EMPVCJWWDYT,cf,24.158.72.120,False,cf,,1,True,V4-Prolific-1,UCVJIQCCVXG,unit_71,6304b0d4d62078ddcb2d4cb2,"Tue, 23 Aug 2022 11:06:59 GMT",False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 10:50:04 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/58c1ce3c3783090001b49355/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/58c1ce3c3783090001b49355.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 10:50:04 00:00,2022-08-23 11:06:59 00:00,
58d069219dbe3f0001258793,1,LVBUFKYCPKM,cf,192.189.187.121,False,cf,,1,True,V4-Prolific-1,CPWJZOZCXKG,unit_119,6304ba2893f773d295ceed68,"Tue, 23 Aug 2022 12:04:11 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 11:30:50 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/58d069219dbe3f0001258793/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/58d069219dbe3f0001258793.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 11:30:50 00:00,2022-08-23 12:04:11 00:00,
58d3dad59dbe3f0001258f66,1,JUACRBKWJIG,cf,2600:8806:a615:bd00:18bd:5c92:13b0:63f6,False,cf,,1,True,V4-Prolific-1,GQPKEIDZQOU,unit_62,6304de2b140e601c6d81be7a,"Tue, 23 Aug 2022 14:33:44 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 14:03:46 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/58d3dad59dbe3f0001258f66/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/58d3dad59dbe3f0001258f66.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 14:03:46 00:00,2022-08-23 14:33:44 00:00,
